nom,module,categorie,defaut,source,juin,doute,min,max,pas,unite,surface,regle-proposee,note-agent,verdict,commentaire
REWRITE_HARD_CAP,Deckle.Llm.Rewrite,tuning-constant,TimeSpan.FromMinutes(15),src/Deckle.Llm.Rewrite/Engine/RewriteService.cs:48,non,Hard cap on a single rewrite call.,,,,min,aucune,1-robustesse,Hard safety cap on a single rewrite call; recovery/timeout bound.,,
ReplaceGroupMax,Deckle.Llm.Rewrite,tuning-constant,3,src/Deckle.Llm.Rewrite/Gate/DiffAlignment.cs:34,non,Gate alignment horizon; gate knobs are code-level by doctrine.,,,,count,aucune,2-qualite,Diff-alignment horizon; gate knobs are code-level quality tuning by doctrine.,,
RewriteProfile.Id,Deckle.Llm.Rewrite,persisted-setting,"""""",src/Deckle.Llm.Rewrite/LlmSettings.cs:17,oui,June excludes it from the settings total as a read-only id.,,,,,aucune,3-personnalisation,"Read-only identity of a user profile; plumbing of the Profiles personalization surface, never edited directly.",,
RewriteProfile.Model,Deckle.Llm.Rewrite,persisted-setting,"""""",src/Deckle.Llm.Rewrite/LlmSettings.cs:20,oui,Bespoke: runtime Ollama model enumeration.,,,,,settings,3-personnalisation,Per-profile model choice via runtime Ollama enumeration; canonical model-choice personalization.,,
RewriteProfile.Name,Deckle.Llm.Rewrite,persisted-setting,"""""",src/Deckle.Llm.Rewrite/LlmSettings.cs:19,oui,Part of the bespoke Profiles list editor.,,,,,settings,3-personnalisation,User-given profile name in the bespoke list editor; pure personalization.,,
RewriteProfile.NumCtxK,Deckle.Llm.Rewrite,persisted-setting,null (int?),src/Deckle.Llm.Rewrite/LlmSettings.cs:25,oui,"In K, x1024 when sent.",0,8,1,K tokens,settings,3-personnalisation,"Per-profile context size; explainable in one sentence (more context = longer texts handled, more VRAM), so the tie-break lands on personalization, already in Settings.",,
RewriteProfile.RepeatPenalty,Deckle.Llm.Rewrite,persisted-setting,null (double?),src/Deckle.Llm.Rewrite/LlmSettings.cs:27,oui,,0.5,2,0.05,,settings,3-personnalisation,Per-profile sampling knob explainable in one sentence (higher = less repetition); tie-break resolves to personalization within the profile editor.,,
RewriteProfile.SystemPrompt,Deckle.Llm.Rewrite,persisted-setting,"""""",src/Deckle.Llm.Rewrite/LlmSettings.cs:21,oui,Bespoke multi-line text editor.,,,,,settings,3-personnalisation,Per-profile prompt text edited in a bespoke multi-line editor; the profile's very purpose is personalizing rewrite behavior.,,
RewriteProfile.Temperature,Deckle.Llm.Rewrite,persisted-setting,null (double?),src/Deckle.Llm.Rewrite/LlmSettings.cs:24,oui,"null = Ollama default, not sent.",0,2,0.05,,settings,3-personnalisation,"Per-profile sampling knob explainable in one sentence (higher = more creative, less faithful); personalization within the profile editor.",,
RewriteProfile.TopP,Deckle.Llm.Rewrite,persisted-setting,null (double?),src/Deckle.Llm.Rewrite/LlmSettings.cs:26,oui,,0,1,0.05,,settings,frontiere,"Competing readings: it sits in the user-facing profile editor like Temperature (personalization), but nucleus sampling has no honest one-sentence user explanation, which by the tie-break points to quality tuning.",,
SystemPrompt,Deckle.Llm.Rewrite,tuning-constant,"(multi-line raw string, French few-shot prompt)",src/Deckle.Llm.Rewrite/Engine/ParagraphRewrite.cs:52,non,MISSED BY SWEEP (multi-line). Largest exposable of the module; source comment declares this file the prompts' single home.,,,,,aucune,2-qualite,"ParagraphRewrite.cs:52 hardcoded French few-shot prompt; model-inference quality tuning, declared single-home in code, unlike the user-editable profile prompts.",,
SystemPrompt,Deckle.Llm.Rewrite,tuning-constant,"(multi-line raw string, French sentence-correction prompt)",src/Deckle.Llm.Rewrite/Engine/SentenceRewrite.cs:16,non,MISSED BY SWEEP (multi-line).,,,,,aucune,2-qualite,SentenceRewrite.cs:16 hardcoded sentence-correction prompt; same frozen inference-quality tuning.,,
WidthDip,Deckle.Llm.Rewrite,tuning-constant,440,src/Deckle.Llm.Rewrite/Ui/RewriteOfferWindow.xaml.cs:18,non,Rewrite-offer window geometry.,,,,dip,aucune,2-qualite,Offer-window geometry; frozen visual design constant.,,
Ambient,Deckle.Modules,tuning-constant,"""ambient""",src/Deckle.Modules/ModuleIds.cs:20,non,"Identity string, not a tunable value — same rationale as ModuleIds.Transcription.",,,,,aucune,1-robustesse,"Identity contract string, frozen by nature; robustness bucket as the frozen-by-default home.",,
Anytype,Deckle.Modules,tuning-constant,"""anytype""",src/Deckle.Modules/ModuleIds.cs:22,non,"Identity string, not a tunable value — same rationale as ModuleIds.Transcription.",,,,,aucune,1-robustesse,"Identity contract string, frozen; not a knob of any kind.",,
Autocorrect,Deckle.Modules,tuning-constant,"""autocorrect""",src/Deckle.Modules/ModuleIds.cs:19,non,"Identity string, not a tunable value — same rationale as ModuleIds.Transcription. Note: June inventory has an AutocorrectEnabled setting, but that is Deckle.Autocorrect's own persisted toggle, not this id.",,,,,aucune,1-robustesse,"Identity contract string, frozen; the module's user toggle lives elsewhere.",,
Rewrite,Deckle.Modules,tuning-constant,"""rewrite""",src/Deckle.Modules/ModuleIds.cs:18,non,"Identity string, not a tunable value — same rationale as ModuleIds.Transcription.",,,,,aucune,1-robustesse,"Identity contract string, frozen; not a knob.",,
Trackpad,Deckle.Modules,tuning-constant,"""trackpad""",src/Deckle.Modules/ModuleIds.cs:21,non,"Identity string, not a tunable value — same rationale as ModuleIds.Transcription.",,,,,aucune,1-robustesse,"Identity contract string, frozen; not a knob.",,
Transcription,Deckle.Modules,tuning-constant,"""transcription""",src/Deckle.Modules/ModuleIds.cs:17,non,"Identity string, not a tunable value. Kept because the ModuleIds set IS the module catalogue the setup Modules page and the presence file arbitrate over — the vocabulary matters even if no single id is settable.",,,,,aucune,1-robustesse,"Identity contract string anchoring the module catalogue vocabulary; frozen, not settable.",,
PromptLifetime,Deckle.Notifications,tuning-constant,TimeSpan.FromMinutes(15),src/Deckle.Notifications/Channels/Toast/ToastChannel.cs:29,non,"How long a toast prompt stays answerable before settling as unanswered. The code comment states outright 'Module constant, not configurable' — it bounds both the await and the toast Expiration so neither outlives the other. User-perceivable duration, but the source has already argued against exposing it.",,,,min,aucune,1-robustesse,"Timeout bounding how long a toast await stays open; the source itself declares it a non-configurable module constant, an internal timing bound.",,
ArcDirection,Deckle.Playground,playground-parameter,1f,src/Deckle.Playground/Models/TuningModel.cs:56,oui,Mirror of the shipping HudComposition.ConicArcStrokeConfig default; memory-only in the Playground. The real exposable is the Deckle.Composition default it shadows.,,,,,playground,2-qualite,HUD animation tuning mirror of a shipping Composition default; quality knob already alive in Playground.,,
ArcEaseP1X,Deckle.Playground,playground-parameter,0.125f,src/Deckle.Playground/Models/TuningModel.cs:58,oui,Mirror of the shipping HudComposition.ConicArcStrokeConfig default; memory-only in the Playground. The real exposable is the Deckle.Composition default it shadows.,0,1,0.05,ratio,playground,2-qualite,"Easing-curve control point for HUD arc animation; pure quality tuning, stays in Playground.",,
ArcEaseP1Y,Deckle.Playground,playground-parameter,0.375f,src/Deckle.Playground/Models/TuningModel.cs:59,oui,Mirror of the shipping HudComposition.ConicArcStrokeConfig default; memory-only in the Playground. The real exposable is the Deckle.Composition default it shadows.,-0.5,1.5,0.05,ratio,playground,2-qualite,"Easing-curve control point for HUD arc animation; pure quality tuning, stays in Playground.",,
ArcEaseP2X,Deckle.Playground,playground-parameter,0.875f,src/Deckle.Playground/Models/TuningModel.cs:60,oui,Mirror of the shipping HudComposition.ConicArcStrokeConfig default; memory-only in the Playground. The real exposable is the Deckle.Composition default it shadows.,0,1,0.05,ratio,playground,2-qualite,"Easing-curve control point for HUD arc animation; pure quality tuning, stays in Playground.",,
ArcEaseP2Y,Deckle.Playground,playground-parameter,0.625f,src/Deckle.Playground/Models/TuningModel.cs:61,oui,Mirror of the shipping HudComposition.ConicArcStrokeConfig default; memory-only in the Playground. The real exposable is the Deckle.Composition default it shadows.,-0.5,1.5,0.05,ratio,playground,2-qualite,"Easing-curve control point for HUD arc animation; pure quality tuning, stays in Playground.",,
ArcMinSpeedFraction,Deckle.Playground,playground-parameter,0f,src/Deckle.Playground/Models/TuningModel.cs:62,oui,Mirror of the shipping HudComposition.ConicArcStrokeConfig default; memory-only in the Playground. The real exposable is the Deckle.Composition default it shadows.,0,1,0.05,ratio,playground,2-qualite,Animation speed-floor tuning for the HUD arc; quality knob alive in Playground.,,
ArcMirror,Deckle.Playground,playground-parameter,true,src/Deckle.Playground/Models/TuningModel.cs:52,oui,Mirror of the shipping HudComposition.ConicArcStrokeConfig default; memory-only in the Playground. The real exposable is the Deckle.Composition default it shadows.,,,,,playground,2-qualite,HUD arc animation tuning mirror; quality knob alive in Playground.,,
ArcPeriodSeconds,Deckle.Playground,playground-parameter,8.0,src/Deckle.Playground/Models/TuningModel.cs:55,oui,Mirror of the shipping HudComposition.ConicArcStrokeConfig default; memory-only in the Playground. The real exposable is the Deckle.Composition default it shadows.,0.5,30,0.5,s,playground,2-qualite,HUD arc animation period; quality tuning alive in Playground.,,
ArcPhaseTurns,Deckle.Playground,playground-parameter,0f,src/Deckle.Playground/Models/TuningModel.cs:57,oui,Mirror of the shipping HudComposition.ConicArcStrokeConfig default; memory-only in the Playground. The real exposable is the Deckle.Composition default it shadows.,0,1,0.05,turns,playground,2-qualite,HUD arc animation phase; quality tuning alive in Playground.,,
CloneArcDirection,Deckle.Playground,playground-parameter,-1f,src/Deckle.Playground/Models/TuningModel.cs:81,oui,Mirror of the shipping HudComposition.ConicArcStrokeConfig default; memory-only in the Playground. The real exposable is the Deckle.Composition default it shadows.,,,,,playground,2-qualite,Clone-arc animation tuning mirror; quality knob alive in Playground.,,
CloneArcPeriodSeconds,Deckle.Playground,playground-parameter,4.0,src/Deckle.Playground/Models/TuningModel.cs:80,oui,Mirror of the shipping HudComposition.ConicArcStrokeConfig default; memory-only in the Playground. The real exposable is the Deckle.Composition default it shadows.,0.5,30,0.5,s,playground,2-qualite,Clone-arc animation period; quality tuning alive in Playground.,,
CloneCentreXFraction,Deckle.Playground,playground-parameter,196f / 272f,src/Deckle.Playground/Models/TuningModel.cs:67,oui,Mirror of the shipping HudComposition.ConicArcStrokeConfig default; memory-only in the Playground. The real exposable is the Deckle.Composition default it shadows.,0,272,2,px,playground,2-qualite,Clone-arc geometry tuning; quality knob alive in Playground.,,
CloneCentreYFraction,Deckle.Playground,playground-parameter,0f,src/Deckle.Playground/Models/TuningModel.cs:68,oui,Mirror of the shipping HudComposition.ConicArcStrokeConfig default; memory-only in the Playground. The real exposable is the Deckle.Composition default it shadows.,0,78,2,px,playground,2-qualite,Clone-arc geometry tuning; quality knob alive in Playground.,,
CloneHueDirection,Deckle.Playground,playground-parameter,-1f,src/Deckle.Playground/Models/TuningModel.cs:79,oui,Mirror of the shipping HudComposition.ConicArcStrokeConfig default; memory-only in the Playground. The real exposable is the Deckle.Composition default it shadows.,,,,,playground,2-qualite,Clone hue animation tuning; quality knob alive in Playground.,,
CloneHuePeriodSeconds,Deckle.Playground,playground-parameter,7.0,src/Deckle.Playground/Models/TuningModel.cs:78,oui,Mirror of the shipping HudComposition.ConicArcStrokeConfig default; memory-only in the Playground. The real exposable is the Deckle.Composition default it shadows.,0,60,0.5,s,playground,2-qualite,Clone hue animation period; quality tuning alive in Playground.,,
CloneOklchChroma,Deckle.Playground,playground-parameter,0.3f,src/Deckle.Playground/Models/TuningModel.cs:74,oui,Mirror of the shipping HudComposition.ConicArcStrokeConfig default; memory-only in the Playground. The real exposable is the Deckle.Composition default it shadows.,0,0.4,0.05,ratio,playground,2-qualite,OKLCH color calibration for the clone stroke; quality tuning alive in Playground.,,
CloneOklchLightness,Deckle.Playground,playground-parameter,0.9f,src/Deckle.Playground/Models/TuningModel.cs:73,oui,Mirror of the shipping HudComposition.ConicArcStrokeConfig default; memory-only in the Playground. The real exposable is the Deckle.Composition default it shadows.,0,1,0.05,ratio,playground,2-qualite,OKLCH color calibration for the clone stroke; quality tuning alive in Playground.,,
ConicFadeCurve,Deckle.Playground,playground-parameter,4f,src/Deckle.Playground/Models/TuningModel.cs:51,oui,Mirror of the shipping HudComposition.ConicArcStrokeConfig default; memory-only in the Playground. The real exposable is the Deckle.Composition default it shadows.,0.5,10,0.1,,playground,2-qualite,Fade-curve exponent for the conic stroke — the canonical unexplainable-to-a-user curve knob; quality tuning in Playground.,,
ConicLeadFadeTurns,Deckle.Playground,playground-parameter,1f,src/Deckle.Playground/Models/TuningModel.cs:49,oui,Mirror of the shipping HudComposition.ConicArcStrokeConfig default; memory-only in the Playground. The real exposable is the Deckle.Composition default it shadows.,0,1,0.05,turns,playground,2-qualite,Conic stroke fade geometry; quality tuning alive in Playground.,,
ConicSpanTurns,Deckle.Playground,playground-parameter,0.5f,src/Deckle.Playground/Models/TuningModel.cs:48,oui,Mirror of the shipping HudComposition.ConicArcStrokeConfig default; memory-only in the Playground. The real exposable is the Deckle.Composition default it shadows.,0.05,1.0,0.05,turns,playground,2-qualite,Conic stroke span; quality tuning alive in Playground.,,
ConicTailFadeTurns,Deckle.Playground,playground-parameter,1f,src/Deckle.Playground/Models/TuningModel.cs:50,oui,Mirror of the shipping HudComposition.ConicArcStrokeConfig default; memory-only in the Playground. The real exposable is the Deckle.Composition default it shadows.,0,1,0.05,turns,playground,2-qualite,Conic stroke fade geometry; quality tuning alive in Playground.,,
HueDirection,Deckle.Playground,playground-parameter,1f,src/Deckle.Playground/Models/TuningModel.cs:36,oui,Mirror of the shipping HudComposition.ConicArcStrokeConfig default; memory-only in the Playground. The real exposable is the Deckle.Composition default it shadows.,,,,,playground,2-qualite,Hue animation tuning mirror; quality knob alive in Playground.,,
HueEaseP1X,Deckle.Playground,playground-parameter,0.125f,src/Deckle.Playground/Models/TuningModel.cs:41,oui,Mirror of the shipping HudComposition.ConicArcStrokeConfig default; memory-only in the Playground. The real exposable is the Deckle.Composition default it shadows.,0,1,0.05,ratio,playground,2-qualite,Hue easing control point; quality tuning alive in Playground.,,
HueEaseP1Y,Deckle.Playground,playground-parameter,0.375f,src/Deckle.Playground/Models/TuningModel.cs:42,oui,Mirror of the shipping HudComposition.ConicArcStrokeConfig default; memory-only in the Playground. The real exposable is the Deckle.Composition default it shadows.,-0.5,1.5,0.05,ratio,playground,2-qualite,Hue easing control point; quality tuning alive in Playground.,,
HueEaseP2X,Deckle.Playground,playground-parameter,0.875f,src/Deckle.Playground/Models/TuningModel.cs:43,oui,Mirror of the shipping HudComposition.ConicArcStrokeConfig default; memory-only in the Playground. The real exposable is the Deckle.Composition default it shadows.,0,1,0.05,ratio,playground,2-qualite,Hue easing control point; quality tuning alive in Playground.,,
HueEaseP2Y,Deckle.Playground,playground-parameter,0.625f,src/Deckle.Playground/Models/TuningModel.cs:44,oui,Mirror of the shipping HudComposition.ConicArcStrokeConfig default; memory-only in the Playground. The real exposable is the Deckle.Composition default it shadows.,-0.5,1.5,0.05,ratio,playground,2-qualite,Hue easing control point; quality tuning alive in Playground.,,
HueMinSpeedFraction,Deckle.Playground,playground-parameter,0f,src/Deckle.Playground/Models/TuningModel.cs:45,oui,Mirror of the shipping HudComposition.ConicArcStrokeConfig default; memory-only in the Playground. The real exposable is the Deckle.Composition default it shadows.,0,1,0.05,ratio,playground,2-qualite,Hue animation speed floor; quality tuning alive in Playground.,,
